location,size,total_sqft,bath,price,bhk,price_per_sqft
"Eastern Pallabi, Pallabi, Mirpur, Dhaka",2 BHK,1015.0,2.0,25.88,2,2549.753694581281
"Kazirgaon, Jatra Bari, Dhaka",1 BHK,532.0,1.0,22.49,1,4227.443609022556
"Mohammadpur, Dhaka",3 BHK,1060.0,3.0,62.0,3,5849.056603773585
"Block B, Section 12, Mirpur, Dhaka",1 BHK,700.0,1.0,35.0,1,5000.0
"Block B, Section 12, Mirpur, Dhaka",2 BHK,902.0,2.0,42.0,2,4656.319290465632
"Block C, Section 12, Mirpur, Dhaka",6 Bedroom,600.0,3.0,95.0,6,15833.333333333334
"Cantonment, Dhaka",2 BHK,1175.0,2.0,47.0,2,4000.0
"Malibagh, Dhaka",2 BHK,1365.0,2.0,122.0,2,8937.728937728938
"North Goran, Goran, Khilgaon, Dhaka",2 BHK,984.0,2.0,51.0,2,5182.926829268293
"Uttar Badda, Badda, Dhaka",4 Bedroom,2700.0,2.0,100.0,4,3703.703703703704
"Merul Badda, Badda, Dhaka",3 BHK,1475.0,3.0,96.0,3,6508.474576271186
"Senpara Parbata, Section 10, Mirpur, Dhaka",2 BHK,1300.0,2.0,79.0,2,6076.923076923077
"South Mugdapara, Mugdapara, Dhaka",5 Bedroom,1200.0,6.0,220.0,5,18333.333333333332
"Sector 1, Block D, Aftab Nagar, Dhaka",3 BHK,1453.0,2.0,43.59,3,3000.0
"East Merul Badda, Merul Badda, Badda, Dhaka",2 BHK,1550.0,2.0,160.0,2,10322.58064516129
"Uttar Badda, Badda, Dhaka",3 BHK,1666.0,3.0,95.0,3,5702.280912364946
"Block B, Mansurabad Housing Society, Adabor, Dhaka",4 Bedroom,1410.0,4.0,160.0,4,11347.517730496455
"Taltola, Agargaon, Dhaka",4 Bedroom,4025.0,5.0,800.0,4,19875.77639751553
"East Rampura, Rampura, Dhaka",3 BHK,1845.0,3.0,91.0,3,4932.249322493225
"Shantibag, Malibagh, Dhaka",3 BHK,1676.0,3.0,52.0,3,3102.6252983293557
"Taltola, Agargaon, Dhaka",2 BHK,1137.0,2.0,63.0,2,5540.8970976253295
"Shantibag, Malibagh, Dhaka",3 BHK,1360.0,2.0,70.5,3,5183.823529411765
"Taltola, Agargaon, Dhaka",3 BHK,1374.0,2.0,70.0,3,5094.614264919942
"West Agargaon, Agargaon, Dhaka",3 Bedroom,1700.0,3.0,155.0,3,9117.64705882353
"Block D, Section 10, Mirpur, Dhaka",5 Bedroom,3227.0,5.0,250.0,5,7747.133560582584
"Block D, Section 12, Mirpur, Dhaka",4 BHK,2145.0,4.0,125.0,4,5827.505827505827
"Block D, Section 12, Mirpur, Dhaka",4 Bedroom,2400.0,6.0,600.0,4,25000.0
"Kafrul, Dhaka",3 BHK,2170.0,3.0,151.0,3,6958.52534562212
"Shahjadpur, Badda, Dhaka",2 BHK,1080.0,2.0,55.0,2,5092.592592592592
"Naya Nagar, Khilkhet, Dhaka",3 BHK,1790.0,3.0,100.0,3,5586.592178770949
"Agargaon, Dhaka",1 BHK,550.0,1.0,17.0,1,3090.909090909091
"Ibrahimpur, Dhaka",3 BHK,1270.0,2.0,50.79,3,3999.212598425197
"Nurer Chala, Badda, Dhaka",2 BHK,1033.0,2.0,48.0,2,4646.660212971927
"Block D, Section 12, Mirpur, Dhaka",2 Bedroom,1000.0,2.0,80.0,2,8000.0
"West Shewrapara, Mirpur, Dhaka",4 BHK,2940.0,6.0,280.0,4,9523.809523809523
"Kalachandpur, Dhaka",2 BHK,1240.0,2.0,52.6,2,4241.935483870968
"Merul Badda, Badda, Dhaka",5 Bedroom,1650.0,5.0,450.0,5,27272.727272727272
"Shantibag, Malibagh, Dhaka",2 BHK,883.0,2.0,39.0,2,4416.761041902605
"Badda, Dhaka",3 BHK,1500.0,2.0,97.0,3,6466.666666666667
"Shantibag, Malibagh, Dhaka",3 BHK,1730.0,3.0,139.0,3,8034.682080924856
"Sector 12, Uttara, Dhaka",3 BHK,1915.0,3.0,80.0,3,4177.545691906005
"Block B, Section 10, Mirpur, Dhaka",3 BHK,1545.0,3.0,79.0,3,5113.26860841424
"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",3 BHK,1865.0,4.0,140.0,3,7506.702412868633
"Ibrahimpur, Dhaka",2 BHK,1150.0,2.0,40.0,2,3478.2608695652175
"Block I, Bashundhara R-A, Dhaka",2 BHK,1200.0,2.0,49.0,2,4083.3333333333335
"Block I, Bashundhara R-A, Dhaka",2 BHK,963.0,2.0,40.0,2,4153.686396677051
"Dhanmondi, Dhaka",3 Bedroom,1200.0,3.0,120.0,3,10000.0
"Sector 10, Uttara, Dhaka",4 BHK,2600.0,4.0,260.0,4,10000.0
"Naya Nagar, Khilkhet, Dhaka",4 BHK,1700.0,4.0,108.0,4,6352.941176470588
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 BHK,1682.0,3.0,120.0,3,7134.36385255648
"Mirpur, Dhaka",3 BHK,1371.0,2.0,65.0,3,4741.064916119621
"Agargaon, Dhaka",2 BHK,901.0,2.0,49.5,2,5493.895671476138
"Block F, Banasree, Dhaka",7 Bedroom,600.0,7.0,73.0,7,12166.666666666666
"Block L, Bashundhara R-A, Dhaka",3 BHK,1730.0,3.0,120.0,3,6936.416184971098
"Dhanmondi, Dhaka",4 Bedroom,1200.0,4.0,125.0,4,10416.666666666666
"Kalabagan, Dhaka",3 BHK,1500.0,3.0,102.0,3,6800.0
"Block B, Chandrima Model Town, Mohammadpur, Dhaka",4 BHK,3785.0,6.0,280.0,4,7397.622192866578
"Block A, Aftab Nagar, Dhaka",4 BHK,3500.0,4.0,245.0,4,7000.0
"Block F, Banasree, Dhaka",2 BHK,1203.0,2.0,59.86,2,4975.893599334996
"Dhanmondi, Dhaka",2 BHK,1357.0,2.0,54.0,2,3979.3662490788506
"Dhanmondi, Dhaka",3 BHK,1600.0,3.0,76.0,3,4750.0
"Shahjahanpur, Dhaka",1 BHK,350.0,1.0,13.5,1,3857.1428571428573
"Mohammadpur, Dhaka",3 BHK,1665.0,3.0,53.0,3,3183.1831831831832
"Block G, Bashundhara R-A, Dhaka",3 Bedroom,1400.0,3.0,200.0,3,14285.714285714286
"Taltola, Agargaon, Dhaka",1 BHK,835.0,1.0,46.95,1,5622.754491017964
"Taltola, Agargaon, Dhaka",2 Bedroom,815.0,3.0,160.0,2,19631.9018404908
"Block C, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",3 BHK,1444.0,2.0,80.0,3,5540.16620498615
"Block D, Section 10, Mirpur, Dhaka",2 BHK,1277.0,2.0,55.0,2,4306.969459671104
"Senpara Parbata, Section 10, Mirpur, Dhaka",3 BHK,1521.0,3.0,94.71,3,6226.824457593689
"Kuril, Dhaka",2 BHK,1134.0,2.0,40.0,2,3527.336860670194
"Kuril, Dhaka",2 BHK,995.0,2.0,34.82,2,3499.497487437186
"Kuril, Dhaka",3 BHK,2760.0,5.0,157.0,3,5688.405797101449
"Kuril, Dhaka",2 BHK,1325.0,1.0,92.0,2,6943.396226415094
"Nadda, Dhaka",6 Bedroom,4000.0,6.0,150.0,6,3750.0
"Nadda, Dhaka",3 BHK,1525.0,3.0,90.0,3,5901.639344262295
"Block K, Bashundhara R-A, Dhaka",3 BHK,1320.0,2.0,73.0,3,5530.30303030303
"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",1 BHK,650.0,1.0,23.0,1,3538.4615384615386
"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",3 BHK,1858.0,2.0,167.0,3,8988.15931108719
"Khilgaon, Dhaka",2 BHK,1150.0,2.0,38.0,2,3304.3478260869565
"Kadamtala Road, Kadamtala, Bashabo, Dhaka",2 BHK,769.0,2.0,40.0,2,5201.560468140442
"PC Culture Housing, Mohammadpur, Dhaka",3 BHK,1571.0,3.0,105.0,3,6683.64099299809
"Joar Sahara, Dhaka",3 BHK,1445.0,3.0,86.56,3,5990.311418685121
"RK Mission Road, Gopibag, Motijheel, Dhaka",3 BHK,1590.0,2.0,135.0,3,8490.566037735849
"RK Mission Road, Gopibag, Motijheel, Dhaka",2 BHK,902.0,2.0,49.0,2,5432.372505543237
"Dhanmondi, Dhaka",3 Bedroom,2238.0,3.0,140.0,3,6255.585344057194
"Block B, Section 10, Mirpur, Dhaka",2 BHK,1090.0,2.0,31.49,2,2888.9908256880735
"Block B, Section 10, Mirpur, Dhaka",3 BHK,1712.0,3.0,82.0,3,4789.719626168225
"Block B, Section 10, Mirpur, Dhaka",2 BHK,1088.0,2.0,68.0,2,6250.0
"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",3 BHK,1575.0,3.0,63.1,3,4006.3492063492063
"Block D, Chandrima Model Town, Mohammadpur, Dhaka",6 Bedroom,2150.0,6.0,205.0,6,9534.883720930233
"Gulshan 2, Gulshan, Dhaka",3 BHK,1920.0,3.0,150.0,3,7812.5
"Block A, Section 6, Mirpur, Dhaka",2 Bedroom,1000.0,2.0,57.0,2,5700.0
"West Malibag, Malibagh, Dhaka",2 BHK,1100.0,2.0,56.1,2,5100.0
"Bashundhara R-A, Dhaka",2 BHK,1089.0,2.0,45.0,2,4132.231404958678
"Middle Badda, Badda, Dhaka",2 BHK,1106.0,2.0,43.09,2,3896.021699819168
"Middle Badda, Badda, Dhaka",2 BHK,927.0,2.0,37.0,2,3991.3700107874865
"Middle Badda, Badda, Dhaka",2 BHK,1339.0,2.0,58.0,2,4331.59073935773
"Bashundhara R-A, Dhaka",1 BHK,923.0,1.0,45.69,1,4950.162513542795
"Mirpur, Dhaka",3 Bedroom,2900.0,3.0,285.0,3,9827.586206896553
"Shukrabad, Dhanmondi, Dhaka",2 BHK,1175.0,2.0,75.0,2,6382.978723404255
"Middle Badda, Badda, Dhaka",2 BHK,975.0,2.0,55.0,2,5641.025641025641
"Middle Badda, Badda, Dhaka",3 BHK,2400.0,4.0,180.0,3,7500.0
"Middle Badda, Badda, Dhaka",3 BHK,1330.0,3.0,72.0,3,5413.533834586467
"Middle Badda, Badda, Dhaka",2 BHK,1183.0,2.0,59.74,2,5049.873203719358
"Middle Badda, Badda, Dhaka",3 BHK,1758.0,3.0,133.0,3,7565.415244596132
"Middle Badda, Badda, Dhaka",3 Bedroom,1200.0,3.0,265.0,3,22083.333333333332
"Middle Badda, Badda, Dhaka",3 BHK,1255.0,2.0,77.68,3,6189.641434262949
"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",3 Bedroom,600.0,4.0,110.0,3,18333.333333333332
"Mohammadpur, Dhaka",2 BHK,1100.0,2.0,50.0,2,4545.454545454545
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",2 BHK,1170.0,2.0,46.8,2,4000.0
"Ibrahimpur, Dhaka",5 Bedroom,2400.0,5.0,120.0,5,5000.0
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 BHK,1530.0,3.0,51.77,3,3383.6601307189544
"Senpara Parbata, Section 10, Mirpur, Dhaka",2 BHK,1420.0,2.0,107.0,2,7535.211267605634
"Khilgaon, Dhaka",4 Bedroom,1200.0,4.0,300.0,4,25000.0
"Section 2, Mirpur, Dhaka",6 Bedroom,1045.0,6.0,160.0,6,15311.004784688996
"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",3 BHK,1591.0,3.0,115.0,3,7228.158390949088
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 BHK,1680.0,3.0,120.0,3,7142.857142857143
"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",2 Bedroom,675.0,3.0,52.0,2,7703.7037037037035
"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",2 BHK,1055.0,2.0,57.63,2,5462.559241706161
"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",3 BHK,1918.0,3.0,129.0,3,6725.7559958289885
"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",2 BHK,1280.0,2.0,76.0,2,5937.5
"Mirpur DOHS, Mirpur, Dhaka",3 BHK,1560.0,3.0,66.0,3,4230.7692307692305
"Farmgate, Tejgaon, Dhaka",2 BHK,1145.0,2.0,49.5,2,4323.144104803493
"East Rampura, Rampura, Dhaka",3 BHK,2106.0,3.0,126.0,3,5982.9059829059825
"Tejgaon, Dhaka",3 BHK,1801.0,3.0,139.0,3,7717.9344808439755
"Chawk Bazar, Lalbagh, Dhaka",5 Bedroom,1200.0,5.0,120.0,5,10000.0
"Chawk Bazar, Lalbagh, Dhaka",2 BHK,1718.0,3.0,288.0,2,16763.678696158324
"Chawk Bazar, Lalbagh, Dhaka",3 BHK,1306.0,3.0,54.65,3,4184.532924961715
"Kathalbagan, Dhaka",2 BHK,1320.0,2.0,92.0,2,6969.69696969697
"Suchona Model Town, Bochila, Mohammadpur, Dhaka",3 BHK,1350.0,2.0,65.0,3,4814.814814814815
"Suchona Model Town, Bochila, Mohammadpur, Dhaka",4 BHK,2990.0,4.0,324.0,4,10836.120401337792
"Suchona Model Town, Bochila, Mohammadpur, Dhaka",4 BHK,3800.0,5.0,300.0,4,7894.736842105263
"Suchona Model Town, Bochila, Mohammadpur, Dhaka",3 BHK,1344.0,2.0,42.0,3,3125.0
"Suchona Model Town, Bochila, Mohammadpur, Dhaka",3 BHK,1893.0,3.0,100.0,3,5282.620179609086
"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",3 BHK,1107.0,2.0,43.0,3,3884.3721770551037
"RK Mission Road, Gopibag, Motijheel, Dhaka",9 Bedroom,1200.0,10.0,180.0,9,15000.0
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",2 BHK,1190.0,2.0,75.0,2,6302.5210084033615
"Mohammadpur, Dhaka",2 BHK,1000.0,2.0,35.0,2,3500.0
"Shyamoli Housing (2nd Project), Adabor, Dhaka",2 Bedroom,2400.0,2.0,160.0,2,6666.666666666667
"Block I, Bashundhara R-A, Dhaka",2 BHK,1000.0,2.0,48.5,2,4850.0
"Block J, Eastern Housing, Pallabi, Mirpur, Dhaka",3 BHK,2113.0,3.0,155.0,3,7335.541883577851
"Nayatola, Maghbazar, Dhaka",2 BHK,1100.0,2.0,46.0,2,4181.818181818182
"Block C, Eastern Housing, Pallabi, Mirpur, Dhaka",5 Bedroom,1200.0,4.0,160.0,5,13333.333333333334
"East Monipur, Mirpur, Dhaka",4 BHK,1884.0,4.0,120.0,4,6369.426751592357
"Mohammadpur, Dhaka",2 BHK,1110.0,2.0,40.0,2,3603.6036036036035
"Eastern Pallabi, Pallabi, Mirpur, Dhaka",2 BHK,1027.0,2.0,43.0,2,4186.952288218111
"Section 10, Mirpur, Dhaka",3 BHK,1250.0,3.0,40.0,3,3200.0
"Section 10, Mirpur, Dhaka",3 BHK,1470.0,3.0,62.0,3,4217.687074829932
"Mohammadpur, Dhaka",2 BHK,1150.0,2.0,75.0,2,6521.739130434783
"Tajmahal Road, Mohammadpur, Dhaka",3 Bedroom,1200.0,3.0,165.0,3,13750.0
"Dhanmondi, Dhaka",1 BHK,703.0,1.0,52.0,1,7396.870554765292
"Block A, Section 11, Mirpur, Dhaka",3 BHK,1400.0,2.0,62.0,3,4428.571428571428
"Lalbagh, Dhaka",2 BHK,1195.0,2.0,51.0,2,4267.782426778243
"Block J, Baridhara, Dhaka",2 BHK,1302.0,2.0,69.1,2,5307.219662058371
"Nadda, Dhaka",3 BHK,1583.0,3.0,74.4,3,4699.936828806065
"Kamlapur, Motijheel, Dhaka",3 BHK,1488.0,2.0,60.0,3,4032.2580645161293
"RK Mission Road, Gopibag, Motijheel, Dhaka",4 Bedroom,600.0,5.0,85.0,4,14166.666666666666
"RK Mission Road, Gopibag, Motijheel, Dhaka",3 BHK,1385.0,2.0,34.63,3,2500.361010830325
"RK Mission Road, Gopibag, Motijheel, Dhaka",4 BHK,3262.0,4.0,260.0,4,7970.570202329859
"Mohammadpur, Dhaka",3 BHK,1600.0,3.0,104.0,3,6500.0
"Mohammadpur, Dhaka",2 BHK,1150.0,2.0,90.0,2,7826.086956521739
"Mohammadpur, Dhaka",9 Bedroom,4500.0,9.0,166.0,9,3688.8888888888887
"Block E, Arambag Residential Area, Pallabi, Mirpur, Dhaka",2 BHK,1263.0,2.0,78.0,2,6175.771971496437
"Khilgaon, Dhaka",7 Bedroom,1200.0,8.0,110.0,7,9166.666666666666
"Block E, Arambag Residential Area, Pallabi, Mirpur, Dhaka",2 BHK,1299.0,2.0,85.0,2,6543.4949961508855
"Block E, Arambag Residential Area, Pallabi, Mirpur, Dhaka",2 BHK,1330.0,2.0,78.0,2,5864.661654135339
"Block E, Arambag Residential Area, Pallabi, Mirpur, Dhaka",3 BHK,1282.0,2.0,52.43,3,4089.703588143526
"Bagan Bari, Cantonment, Dhaka",3 BHK,1853.0,3.0,82.0,3,4425.256341068538
"Bagan Bari, Cantonment, Dhaka",2 BHK,861.0,2.0,35.0,2,4065.040650406504
"Suchona Model Town, Bochila, Mohammadpur, Dhaka",3 BHK,1600.0,3.0,95.0,3,5937.5
"Section 12, Mirpur, Dhaka",2 BHK,1256.0,2.0,62.8,2,5000.0
"Mohammadpur, Dhaka",3 BHK,1390.0,2.0,80.0,3,5755.395683453237
"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",3 BHK,1550.0,2.0,90.0,3,5806.451612903225
"East Rampura, Rampura, Dhaka",11 Bedroom,1200.0,6.0,150.0,11,12500.0
"East Rampura, Rampura, Dhaka",2 BHK,919.0,2.0,49.0,2,5331.882480957563
"East Rampura, Rampura, Dhaka",3 Bedroom,1625.0,3.0,80.0,3,4923.076923076923
"Mohammadpur, Dhaka",2 BHK,1195.0,2.0,44.0,2,3682.0083682008367
"Mohammadpur, Dhaka",6 BHK,2400.0,4.0,600.0,6,25000.0
"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",2 BHK,1159.0,2.0,60.0,2,5176.8766177739435
"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",3 BHK,1386.0,3.0,57.46,3,4145.743145743146
"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",2 BHK,1197.0,2.0,79.0,2,6599.832915622389
"Eskaton, Dhaka",4 BHK,2690.0,4.0,191.0,4,7100.371747211896
"Block K, South Banasree Project, Banasree, Dhaka",3 BHK,1295.0,2.0,50.28,3,3882.6254826254826
"Mohammadpur, Dhaka",3 BHK,1310.0,2.0,37.83,3,2887.7862595419847
"Section 7, Mirpur, Dhaka",2 BHK,1132.0,2.0,79.28,2,7003.533568904593
"Block F, Banasree, Dhaka",3 BHK,2350.0,3.0,400.0,3,17021.27659574468
"Middle Badda, Badda, Dhaka",4 Bedroom,2400.0,4.0,500.0,4,20833.333333333332
"Ibrahimpur, Dhaka",3 BHK,1645.0,3.0,135.0,3,8206.686930091186
"Matikata, Cantonment, Dhaka",2 BHK,1200.0,2.0,45.84,2,3820.0
"Block F, Banasree, Dhaka",4 Bedroom,3000.0,4.0,330.0,4,11000.0
"Mohammadpur, Dhaka",3 BHK,1937.0,3.0,140.0,3,7227.671657201859
"Block L, Bashundhara R-A, Dhaka",2 BHK,1015.0,2.0,33.5,2,3300.4926108374384
"Bashundhara R-A, Dhaka",2 BHK,1080.0,2.0,39.0,2,3611.1111111111113
"North Pirerbag, Pirerbag, Mirpur, Dhaka",3 BHK,1350.0,2.0,80.99,3,5999.259259259258
"Senpara Parbata, Section 10, Mirpur, Dhaka",3 BHK,1149.0,2.0,29.0,3,2523.933855526545
"Block H, Banasree, Dhaka",2 BHK,1185.0,2.0,59.0,2,4978.9029535864975
"Shiddheswari, Dhaka",3 BHK,1720.0,3.0,135.0,3,7848.837209302325
"Pallabi Extension, Pallabi, Mirpur, Dhaka",3 BHK,2080.0,3.0,175.0,3,8413.461538461539
"Pallabi Extension, Pallabi, Mirpur, Dhaka",3 Bedroom,1500.0,3.0,87.0,3,5800.0
"Hazaribag, Dhaka",3 BHK,1566.0,3.0,97.0,3,6194.125159642401
"Baitul Aman Housing Society, Adabor, Dhaka",3 BHK,2386.0,3.0,334.0,3,13998.323554065382
"North Bashabo, Bashabo, Dhaka",4 Bedroom,1500.0,4.0,110.0,4,7333.333333333333
"Joar Sahara, Dhaka",2 BHK,1290.0,2.0,49.02,2,3800.0
"Block C, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",3 BHK,1531.0,3.0,72.0,3,4702.808621815807
"Shyamoli, Dhaka",3 BHK,1839.0,3.0,165.0,3,8972.26753670473
"North Bashabo, Bashabo, Dhaka",4 Bedroom,4200.0,4.0,760.0,4,18095.238095238095
"Kalachandpur, Dhaka",3 BHK,1400.0,2.0,40.43,3,2887.8571428571427
"North Bashabo, Bashabo, Dhaka",2 BHK,550.0,1.0,15.0,2,2727.2727272727275
"PC Culture Housing, Mohammadpur, Dhaka",2 BHK,1140.0,2.0,39.0,2,3421.0526315789475
"Mohammadpur, Dhaka",3 BHK,1343.5,3.0,57.76,3,4299.218459248233
"Mohammadpur, Dhaka",4 Bedroom,2000.0,4.0,100.0,4,5000.0
"Ibrahimpur, Dhaka",2 BHK,1100.0,2.0,46.0,2,4181.818181818182
"Section 7, Mirpur, Dhaka",2 BHK,1200.0,2.0,55.0,2,4583.333333333333
"Mohammadpur, Dhaka",3 BHK,1618.0,3.0,68.0,3,4202.719406674907
"Block F, aziz Moholla, Mohammadpur, Dhaka",4 BHK,2830.0,5.0,160.0,4,5653.7102473498235
"Suchona Model Town, Bochila, Mohammadpur, Dhaka",3 BHK,1315.0,2.0,74.0,3,5627.376425855513
"Shantinagar, Dhaka",2 BHK,1141.0,2.0,42.75,2,3746.7134092900965
"Shantinagar, Dhaka",2 BHK,1080.0,2.0,55.0,2,5092.592592592592
"PC Culture Housing, Mohammadpur, Dhaka",2 BHK,1200.0,2.0,60.0,2,5000.0
"New Eskaton, Eskaton, Dhaka",2 BHK,1111.0,2.0,41.88,2,3769.57695769577
"West Nakhalpara, Tejgaon, Dhaka",2 BHK,1022.0,2.0,45.9,2,4491.19373776908
"Block C, Section 12, Mirpur, Dhaka",2 BHK,1275.0,2.0,65.0,2,5098.0392156862745
"Shyamoli Housing (2nd Project), Adabor, Dhaka",2 BHK,900.0,2.0,70.0,2,7777.777777777777
"Shyamoli Housing (2nd Project), Adabor, Dhaka",2 BHK,1224.0,2.0,39.2,2,3202.614379084968
"Shyamoli Housing (2nd Project), Adabor, Dhaka",2 BHK,1135.0,2.0,43.0,2,3788.546255506608
"aziz Moholla, Mohammadpur, Dhaka",2 BHK,1050.0,2.0,52.1,2,4961.9047619047615
"Farmgate, Tejgaon, Dhaka",3 BHK,1535.0,3.0,86.0,3,5602.605863192182
"Sunibir Housing Society, Adabor, Dhaka",2 BHK,1392.0,2.0,130.0,2,9339.080459770115
"Sunibir Housing Society, Adabor, Dhaka",2 BHK,1050.0,2.0,72.0,2,6857.142857142857
"Block D, Section 12, Mirpur, Dhaka",3 BHK,1513.0,3.0,103.0,3,6807.666886979511
"Block C, Khilgaon, Dhaka",3 BHK,1621.0,3.0,72.0,3,4441.702652683529
"Mohammadpur, Dhaka",2 BHK,892.0,2.0,39.0,2,4372.197309417041
"Block F, aziz Moholla, Mohammadpur, Dhaka",2 BHK,1205.0,2.0,40.0,2,3319.5020746887967
"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",3 BHK,1355.0,3.0,83.87,3,6189.667896678967
"Shyamoli Housing (2nd Project), Adabor, Dhaka",5 Bedroom,1250.0,5.0,300.0,5,24000.0
"Block C, Khilgaon, Dhaka",7 Bedroom,1650.0,9.0,345.0,7,20909.090909090908
"Mohammadpur, Dhaka",4 BHK,1200.0,6.0,70.0,4,5833.333333333333
"Ibrahimpur, Dhaka",2 BHK,1400.0,2.0,168.0,2,12000.0
"Shantibag, Malibagh, Dhaka",2 BHK,726.0,2.0,35.0,2,4820.936639118458
"Block D, Section 12, Mirpur, Dhaka",3 Bedroom,1500.0,3.0,149.0,3,9933.333333333334
"East Rampura, Rampura, Dhaka",4 BHK,3895.0,4.0,405.0,4,10397.946084724004
"Block J, Banasree, Dhaka",2 BHK,1079.0,2.0,41.0,2,3799.8146431881373
"Dhanmondi, Dhaka",2 BHK,1170.0,2.0,46.0,2,3931.6239316239316
"Faydabad, Dakshin Khan, Dhaka",2 BHK,1104.0,2.0,39.0,2,3532.608695652174
"Block C, Arambag Residential Area, Pallabi, Mirpur, Dhaka",2 BHK,950.0,2.0,45.0,2,4736.8421052631575
"Block D, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",4 Bedroom,4818.0,4.0,390.0,4,8094.64508094645
"Block A, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",3 BHK,1650.0,2.0,52.0,3,3151.5151515151515
"Block E, South Banasree Project, Banasree, Dhaka",3 BHK,1559.0,3.0,127.0,3,8146.247594611931
"Section 10, Mirpur, Dhaka",2 BHK,1100.0,2.0,38.0,2,3454.5454545454545
"Mohammadpur, Dhaka",3 BHK,1750.0,3.0,150.0,3,8571.42857142857
"Block K, South Banasree Project, Banasree, Dhaka",2 BHK,1215.0,2.0,45.5,2,3744.855967078189
"Block F, aziz Moholla, Mohammadpur, Dhaka",3 BHK,1868.0,3.0,135.0,3,7226.980728051391
"Block D, Bashundhara R-A, Dhaka",2 BHK,1130.0,2.0,32.63,2,2887.610619469027
"North Bashabo, Bashabo, Dhaka",3 BHK,1570.0,3.0,64.5,3,4108.28025477707
"Sector 5, Uttara, Dhaka",3 BHK,1691.0,3.0,98.0,3,5795.38734476641
"North Bashabo, Bashabo, Dhaka",5 Bedroom,4355.0,3.0,350.0,5,8036.739380022962
"Shyamoli Housing (2nd Project), Adabor, Dhaka",2 BHK,1225.0,2.0,55.0,2,4489.7959183673465
"Block D, Section 12, Mirpur, Dhaka",3 BHK,1690.0,3.0,112.0,3,6627.218934911242
"PC Culture Housing, Mohammadpur, Dhaka",2 BHK,1418.0,2.0,103.0,2,7263.7517630465445
"West Agargaon, Agargaon, Dhaka",4 BHK,1896.0,3.0,125.0,4,6592.827004219409
"Block D, Section 2, Mirpur, Dhaka",1 BHK,605.0,1.0,40.0,1,6611.570247933884
"Shantinagar, Dhaka",5 Bedroom,800.0,5.0,95.0,5,11875.0
"Tejgaon, Dhaka",2 BHK,900.0,2.0,32.5,2,3611.1111111111113
"Sector 5, Uttara, Dhaka",1 Bedroom,750.0,2.0,50.0,1,6666.666666666667
"Block D, Section 12, Mirpur, Dhaka",3 Bedroom,780.0,3.0,62.0,3,7948.717948717948
"Block K, South Banasree Project, Banasree, Dhaka",2 BHK,908.0,2.0,26.0,2,2863.4361233480176
"Malibagh, Dhaka",4 Bedroom,3416.5,6.0,143.0,4,4185.570027806234
"Naya Paltan, Motijheel, Dhaka",4 BHK,3216.0,4.0,226.0,4,7027.363184079602
"Ibrahimpur, Dhaka",5 Bedroom,2400.0,4.0,225.0,5,9375.0
"South Madartek, Madartek, Bashabo, Dhaka",2 BHK,1400.0,2.0,68.0,2,4857.142857142857
"West Rampura, Rampura, Dhaka",2 BHK,1092.0,2.0,44.0,2,4029.3040293040294
"Block B, Section 10, Mirpur, Dhaka",2 BHK,1255.0,2.0,74.0,2,5896.414342629482
"West Rampura, Rampura, Dhaka",3 BHK,1500.0,2.0,100.0,3,6666.666666666667
"Nurer Chala, Badda, Dhaka",2 BHK,1296.0,2.0,72.0,2,5555.555555555556
"Kathalbagan, Dhaka",2 BHK,925.0,2.0,38.0,2,4108.108108108108
"Block C, Khilgaon, Dhaka",2 BHK,1023.0,2.0,42.0,2,4105.571847507332
"Merul Badda, Badda, Dhaka",2 BHK,600.0,3.0,75.0,2,12500.0
"Senpara Parbata, Section 10, Mirpur, Dhaka",2 BHK,1020.0,2.0,44.5,2,4362.745098039216
"Shyamoli Housing (2nd Project), Adabor, Dhaka",3 BHK,1530.0,3.0,77.0,3,5032.679738562091
